local_name,address,gmap_id,latitude,longitude,category,avg_rating,num_of_reviews,apto_sillas_de_ruedas,atmosfera_agradable,apto_grupos_grandes,solo_efectivo,state,City
Kiji Cuzco,"Kiji Cuzco, 2451 NW 5 Ave, Miami, FL 33127",0x88d9b6b3be05f477:0x2a08071dee00075d,25.800487399999998,-80.2027234,"Japanese restaurant, Restaurant",4.2,44,0,0,0,0,FL,Miami
El Oasis Restaurant,"El Oasis Restaurant, 30 NE 3rd Ave, Miami, FL 33132",0x88d9b69e0ccaf389:0x36e2027f712d1dd4,25.7748106,-80.1888918,Restaurant,4.3,6,0,1,1,0,FL,Miami
180 Degrees At the DRB,"180 Degrees At the DRB, 501 NE 1st Ave, Miami, FL 33132",0x88d9b69f416ebac7:0xdfd86e3a6becd0e,25.7792225,-80.1918216,"Gastropub, New American restaurant",4.4,58,0,0,0,0,FL,Miami
Casa Brasolin,"Casa Brasolin, 21 SE 2nd Ave, Miami, FL 33131",0x88d9b69dd1f59e77:0x2c86efe0244921a2,25.773806999999998,-80.189852,"Restaurant, Brazilian restaurant, Caterer, Event venue, Italian restaurant",4.4,14,0,0,1,1,FL,Miami
Cold Pressed Raw Kitchen,"Cold Pressed Raw Kitchen, 185 SE 13th St, Miami, FL 33131",0x88d9b6810bd226bf:0xc5f82c0eca77a820,25.7609688,-80.1904636,Restaurant,4.5,18,0,0,0,0,FL,Miami
Boho,"Boho, 3433 Main Hwy, Miami, FL 33133",0x88d9b7cf8f247d9b:0x21c1fc34ff432825,25.727303799999998,-80.2428563,"Mediterranean restaurant, Restaurant",4.5,88,0,0,0,0,FL,Miami
Dominican Chimi,"Dominican Chimi, 2595 NW 37th St, Miami, FL 33142",0x88d9b0d39c2e4681:0x4b49a51142a94e68,25.8105682,-80.2388405,Dominican restaurant,4.6,85,0,1,1,0,FL,Miami
Sake Room,"Sake Room, 1569 Sunset Dr, Miami, FL 33143",0x88d9c7e4d52e79f3:0xa1d21fc9d96e00f6,25.704646999999998,-80.284954,"Sushi restaurant, Restaurant",4.6,18,0,0,0,0,FL,Miami
El Taco Loco De 8,"El Taco Loco De 8, 440 SW 8th St, Miami, FL 33130",0x88d9b68efcf85bc9:0x686c833d94462ae0,25.765978399999998,-80.2016597,Restaurant,4.6,48,0,0,0,0,FL,Miami
Ventanas Restaurant Bar & Lounge,"Ventanas Restaurant Bar & Lounge, 3861 SW 40th St, Miami, FL 33146",0x88d9b7ebaa8a9035:0x5fc4a910fa28a892,25.735177399999998,-80.2575567,Bar & grill,4.8,4,0,0,0,0,FL,Miami
el tropezon limeño,"el tropezon limeño, 140 SW 57th Ave, Miami, FL 33155",0x88d9b96bcf6654f1:0xae8463bfedace868,25.7694556,-80.2882611,Peruvian restaurant,4.8,16,0,1,1,0,FL,Miami
KIMBOP,"KIMBOP, 14395 SW 139th Ct Unit 106, Miami, FL 33186",0x88d9c118d58d8bc7:0x3557014b1119adcf,25.6338138,-80.4193572,Korean restaurant,4.9,74,0,1,0,0,FL,Miami
Toscanino,"Toscanino, 163 SE 1st St, Miami, FL 33131",0x88d9b79debefcc41:0xa67edc4e8a03f15d,25.773584,-80.190465,Restaurant,4.9,8,0,0,0,0,FL,Miami
Amore Juice & Gelato,"Amore Juice & Gelato, 901 S Miami Ave, Miami, FL 33131",0x88d9b683861e41ab:0x3a6afa3815c869ab,25.765107999999998,-80.192788,"Dessert shop, Coffee shop, Health food restaurant, Health food store, Ice cream shop, Juice shop, Produce market, Raw food restaurant, Snack bar",4.9,18,0,0,0,0,FL,Miami
LNB GROVESTAND,"LNB GROVESTAND, 13591 SW 135th Ave Unit 101, Miami, FL 33186",0x88d9c15650ebb2db:0xaf46052e517c1dc0,25.6418459,-80.4122651,"Health food restaurant, Health food store",4.9,15,0,1,0,0,FL,Miami
Homyn Food Truck,"Homyn Food Truck, 4050 NW 29th St, Miami, FL 33142",0x88d9b7d9935c2de1:0xedbdec4b3e4dd82b,25.8019835,-80.262729,Restaurant,5.0,15,0,0,0,0,FL,Miami
Honestly Healthy,"Honestly Healthy, 685 NW 32nd St, Miami, FL 33127",0x88d9b1d738bed4b5:0x38160cf53dafd4ff,25.8065225,-80.2067769,Vegan restaurant,5.0,7,0,1,0,0,FL,Miami
Bad Hombres Mexican Restaurant,"Bad Hombres Mexican Restaurant, 860 NE 79th St B, Miami, FL 33138",0x88d9b3d2e37a15a7:0x4a2d8ce5177dcbd3,25.847737,-80.1788266,Mexican restaurant,5.0,4,0,0,0,0,FL,Miami
jacalito,"jacalito, 26 NW 26th Ave, Miami, FL 33125",0x88d9b71b43251dcd:0xb2130db7ac77c36d,25.7730775,-80.2388113,Restaurant,1.8,4,1,1,1,0,FL,Miami
Mario's Pizza Pasta,"Mario's Pizza Pasta, 1603 NE 123rd St, Miami, FL 33181",0x88d9b20ca5635365:0xda426a792a4528b2,25.8894499,-80.1659799,"Pizza restaurant, Takeout Restaurant, Pizza delivery",3.0,18,1,1,0,0,FL,Miami
Auntie Anne's,"Auntie Anne's, 20505 S Dixie Hwy, Miami, FL 33189",0x88d9c37ea9ff58d5:0x41e4f4f612ec5c44,25.574980399999998,-80.36963349999999,"Pretzel store, Bakery, Cafe, Restaurant",3.1,8,1,0,0,0,FL,Miami
Doggi's Wynwood,"Doggi's Wynwood, 2250 NW 2nd Ave, Miami, FL 33127",0x88d9b6b21d255555:0x747caf56e2cfe7a1,25.7987257,-80.19926009999999,"Venezuelan restaurant, Restaurant",3.1,14,1,1,1,0,FL,Miami
Koning Restaurants International,"Koning Restaurants International, 15065 S Dixie Hwy, Miami, FL 33176",0x88d9c69ee8bf9921:0x318bc81bfd785682,25.629693699999997,-80.3396439,Takeout Restaurant,3.4,7,1,1,0,0,FL,Miami
8 1/2 Caffè & Bottega,"8 1/2 Caffè & Bottega, 1717 N Bayshore Dr #109, Miami, FL 33132",0x88d9b41d53cbb1bb:0xb2b7d5b28a72d69e,25.791316,-80.1861552,Italian restaurant,3.4,28,1,1,1,0,FL,Miami
Honduras Nica Cafe,"Honduras Nica Cafe, 280 NW 79th St, Miami, FL 33150",0x88d9b176ea025e13:0x35d50186b9d6b2cc,25.8471431,-80.2023696,Honduran restaurant,3.5,84,1,1,1,0,FL,Miami
Latin Cafeteria Restaurant,"Latin Cafeteria Restaurant, 7360 SW 24th St, Miami, FL 33155",0x88d9b85bf37d8045:0xe8cd58f78bea5eda,25.747373999999997,-80.314529,"Cuban restaurant, Latin American restaurant, Delivery Restaurant, Takeout Restaurant",3.6,68,1,0,1,1,FL,Miami
Ocean Pizza & Juice,"Ocean Pizza & Juice, 30 SW 8th St, Miami, FL 33130",0x88d9b6848f6b2359:0x15b64adde3024c47,25.7660458,-80.1940012,Pizza restaurant,3.6,8,1,1,1,0,FL,Miami
Casa Larios,"Casa Larios, 7705 W Flagler St, Miami, FL 33144",0x88d9b9aa6b5ba121:0xb49714208a5ab10a,25.7703532,-80.3234432,"Cuban restaurant, Latin American restaurant, Restaurant",3.9,18,1,1,1,0,FL,Miami
Victor's Cuba Cafe,"Victor's Cuba Cafe, 11865 SW 26th St Suite E-1, Miami, FL 33175",0x88d9bf155eda500b:0xbf9ee018b2e5bb94,25.7476411,-80.3891821,Cuban restaurant,3.9,105,1,0,1,0,FL,Miami
Piazzolla Pizza,"Piazzolla Pizza, 12850 SW 120th St, Miami, FL 33186",0x88d9c10c83dfafbf:0xd28a8218e17d45d8,25.655740899999998,-80.40104819999999,"Pizza restaurant, Argentinian restaurant, Catering, Italian restaurant, Pasta shop",3.9,8,1,1,0,0,FL,Miami
Hy-Vong,"Hy-Vong, 3458 SW 8th St, Miami, FL 33135",0x88d9b70ba7eb4a63:0x7a24e25c92f369ed,25.7646056,-80.25147539999999,"Vietnamese restaurant, Caterer",4.0,18,1,1,1,0,FL,Miami
Taco Bus,"Taco Bus, 1665 SW 107th Ave, Miami, FL 33165",0x88d9bf3312a8e081:0x503c4c25ab3e0224,25.7527199,-80.3669589,"Mexican restaurant, Restaurant",4.0,23,1,1,0,0,FL,Miami
Salvadoreño 4,"Salvadoreño 4, 1159 NW 22nd Ave, Miami, FL 33125",0x88d9b745047538a9:0xb240f24e6d3513dc,25.7836377,-80.2300679,Restaurant,4.0,2,1,1,0,0,FL,Miami
Mercadito Midtown,"Mercadito Midtown, 3252 NE 1st Ave, Miami, FL 33137",0x88d9b15387f0126d:0x3e1ffaddfdda0758,25.8070545,-80.19371989999999,"Mexican restaurant, Bar, Latin American restaurant",4.0,8,1,1,1,0,FL,Miami
The Fed Food & Drink,"The Fed Food & Drink, 5132 Biscayne Blvd, Miami, FL 33137",0x88d9b3e02fa17271:0xcc11b99ab69f4fe6,25.8235404,-80.1874374,"Mexican restaurant, Brunch restaurant, Gluten-free restaurant, Health food restaurant, New American restaurant, Tex-Mex restaurant, Vegan restaurant",4.0,38,1,1,1,0,FL,Miami
Pollo Graduado,"Pollo Graduado, 7415 NW 54th St, Miami, FL 33166",0x88d9bb1fe41a2fd1:0x8527291141a1604,25.822806999999997,-80.318551,Restaurant,4.1,47,1,1,1,0,FL,Miami
Mi Vida Cafe Vegetarian Cuisine,"Mi Vida Cafe Vegetarian Cuisine, 7244 Biscayne Blvd, Miami, FL 33138",0x88d9b3d6f9ef7ec5:0x95035faa8fc99d7a,25.8420074,-80.1845953,"Vegan restaurant, Health food restaurant, Organic restaurant, Raw food restaurant, Vegetarian restaurant",4.1,24,1,1,0,0,FL,Miami
Shell,"Shell, 11175 SW 40th St, Miami, FL 33165",0x88d9bf5040e96d9f:0xf82c39de16d669b4,25.7324904,-80.3754268,"Gas station, Alternative fuel station, ATM, Convenience store, Electric vehicle charging station, Restaurant",4.1,82,1,0,0,0,FL,Miami
Atlantic Coast Restaurant & Mechanical Services,"Atlantic Coast Restaurant & Mechanical Services, 7700 NW 37th Ave, Miami, FL 33147",0x88d9b08d8edb0b5d:0x8ab1b860f926ef3a,25.8443786,-80.2581268,"Fire protection service, HVAC contractor, Restaurant supply store",4.1,13,1,0,0,0,FL,Miami
Kelly's Cajun Grill,"Kelly's Cajun Grill, 401 Biscayne Blvd, Miami, FL 33132",0x88d9b42059fcb4cf:0xf44dc7514d8c0106,25.7773376,-80.185436,"Cajun restaurant, Restaurant",4.1,18,1,1,0,0,FL,Miami
Munchies Cafe,"Munchies Cafe, 12761 SW 42nd St, Miami, FL 33175",0x88d9bf7ca64a54d7:0x6c9733daaafbcbb5,25.7300224,-80.4012604,Cuban restaurant,4.1,18,1,1,1,0,FL,Miami
MYLO'S,"MYLO'S, 364 SE 1st St, Miami, FL 33131",0x88d9b79179cea867:0x339002e69771269d,25.773087099999998,-80.1881401,Cuban restaurant,4.2,38,1,0,1,1,FL,Miami
Subway,"Subway, 9300 S Dadeland Blvd Suite #110, Miami, FL 33156",0x88d9c7a6a9236f35:0x3513b4b0502fecc4,25.683798,-80.31649999999999,"Sandwich shop, Caterer, Fast food restaurant, Takeout Restaurant, Restaurant",4.2,26,1,1,1,0,FL,Miami
Fresh & Nice Caribbean Cuisine,"Fresh & Nice Caribbean Cuisine, 817 NW 54th St, Miami, FL 33127",0x88d9b1c925dd3feb:0xeef10944c8f4f210,25.8250921,-80.210737,Restaurant,4.2,35,1,1,1,0,FL,Miami
La Paris Cafe,"La Paris Cafe, 251 SE 1st St, Miami, FL 33131",0x88d9b69dc4c0fd2d:0x5262cdd4ac1ad1,25.7735707,-80.18931099999999,"Cuban restaurant, Delivery Restaurant",4.2,58,1,1,0,0,FL,Miami
Booklink and Cafe,"Booklink and Cafe, 2100 Northwest 42nd Avenue, Miami, FL 33126",0x88d9b75825eea55b:0xfb9ee283c77b0977,25.797266699999998,-80.27469719999999,"Book store, Restaurant",4.2,28,1,0,0,0,FL,Miami
Jin Jin,"Jin Jin, 15705 SW 56th St, Miami, FL 33185",0x88d9c01b62b5248d:0xbecefa9ebf743d9c,25.715019599999998,-80.4478875,"Chinese restaurant, Delivery Restaurant",4.2,78,1,1,0,0,FL,Miami
Hookah Lounge At Balans,"Hookah Lounge At Balans, 901 S Miami Ave Suit 109, Miami, FL 33130",0x88d9b683891e1a1b:0xa981e40719acbc08,25.7650032,-80.1937616,"Restaurant, Hookah bar, Lounge",4.3,77,1,1,1,0,FL,Miami
Laundry,"Laundry, 1044 W Flagler St, Miami, FL 33130",0x88d9b6ecff0105cf:0x347946bb16343f92,25.773280999999997,-80.21249379999999,Restaurant,4.3,53,1,0,0,0,FL,Miami
Choices Cafe,"Choices Cafe, 379 SW 15th Rd, Miami, FL 33129",0x88d9b688c5b8e745:0xd994db76bbd8e971,25.7626402,-80.2005049,"Organic restaurant, Juice shop, Restaurant, Vegan restaurant, Vegetarian restaurant",4.4,18,1,1,0,0,FL,Miami
Venezuelan House,"Venezuelan House, 14616 SW 8th St, Miami, FL 33184",0x88d9bf5760d90625:0xaa5d549db155bc0d,25.7594571,-80.431738,Restaurant,4.4,8,1,1,1,0,FL,Miami
Fuel Poke,"Fuel Poke, 2304 NE 2nd Ave, Miami, FL 33137",0x88d9b6abc8f33105:0x26a09caae072f3c3,25.799235499999998,-80.1910527,Hawaiian restaurant,4.4,66,1,0,1,0,FL,Miami
Brickel center,"Brickel center, 701 S Miami Ave, Miami, FL 33130",0x88d9b7dffc85e987:0x5ee77d77328104a3,25.7672556,-80.19302669999999,Restaurant,4.4,8,1,1,0,0,FL,Miami
OTC Restaurant Brickell,"OTC Restaurant Brickell, 1250 S Miami Ave, Miami, FL 33130",0x88d9b686b3ab9e77:0x521904e9e575adc7,25.762086699999998,-80.1933261,American restaurant,4.4,18,1,1,1,0,FL,Miami
LAREPERA,"LAREPERA, 412 NE 22nd St, Miami, FL 33137",0x88d9b402836542f5:0x6fc10adf40e8c6c7,25.7979453,-80.1877899,Venezuelan restaurant,4.4,8,1,1,1,0,FL,Miami
Kababji Grill Doral,"Kababji Grill Doral, 8325 NW 64th St, Miami, FL 33166",0x88d9bbc61d2ba8c1:0xc9bccdeedc8652ef,25.831809,-80.33236889999999,"Lebanese restaurant, Delivery Restaurant",4.5,8,1,1,1,0,FL,Miami
Fish Market & Restaurant,"Fish Market & Restaurant, 2238 SW 57th Ave, Miami, FL 33155",0x88d9b8253215cb3b:0xf5b65c1df710207f,25.7495871,-80.28764199999999,Seafood restaurant,4.5,56,1,1,0,0,FL,Miami
Café Lini Latin Cuisine,"Café Lini Latin Cuisine, 9636 SW 24th St, Miami, FL 33165",0x88d9b94e9e38596f:0xff6eba806c11490b,25.746841699999997,-80.34996369999999,Dominican restaurant,4.5,37,1,1,1,0,FL,Miami
Venezuela Restaurant - Oficial,"Venezuela Restaurant - Oficial, 8457 NW 61st St, Miami, FL 33166",0x88d9bbf1b7a00853:0xe49e51bcf2e9da1d,25.8290977,-80.334671,"Restaurant, Venezuelan restaurant",4.5,13,1,1,1,0,FL,Miami
La Tinajita Cafe,"La Tinajita Cafe, 13690 SW 142nd Ave, Miami, FL 33186",0x88d9c18f14af426f:0xced73f06159bcf35,25.639066999999997,-80.423214,"Coffee shop, Delivery Restaurant",4.5,144,1,1,1,0,FL,Miami
Maya'mi Cocina,"Maya'mi Cocina, 184 NE 50th Terrace, Miami, FL 33137",0x88d9b1f929957219:0x74be2dc3f738da04,25.821954599999998,-80.1921389,Mexican restaurant,4.5,34,1,1,1,0,FL,Miami
Fritanga Kendall Grille,"Fritanga Kendall Grille, 12700 SW 122nd Ave STE #103, Miami, FL 33186",0x88d9c15fabf5c115:0x3b071ac1e5356ff4,25.6506999,-80.3916991,Restaurant,4.5,74,1,1,0,0,FL,Miami
Shukran - Brickell (Mediterranean Food),"Shukran - Brickell (Mediterranean Food), 609 Brickell Ave, Miami, FL 33131",0x88d9b7e870f451c3:0x8c4483f852ea5d9d,25.767619399999997,-80.18907109999999,"Mediterranean restaurant, Falafel restaurant, Kebab shop",4.5,23,1,1,1,0,FL,Miami
Valentina's Pizza,"Valentina's Pizza, 2525 NW 2nd Ave, Miami, FL 33127",0x88d9b6b27e7e3129:0x9b413ac4dd32a9af,25.801251999999998,-80.1989858,Pizza restaurant,4.6,17,1,1,0,0,FL,Miami
Crafty Crab - Sunset,"Crafty Crab - Sunset, 10855 SW 72nd St Unit I-5, Miami, FL 33173",0x88d9c19b172c8b6b:0xce2f31b1e5f765fb,25.701944599999997,-80.36848739999999,"Seafood restaurant, Creole restaurant",4.6,208,1,1,1,0,FL,Miami
Pho Taste,"Pho Taste, 12735 SW 42nd St Unit 12-13, Miami, FL 33175",0x88d9bfd685ada66d:0x6be6eb21dc04e63b,25.7297035,-80.40035859999999,Restaurant,4.6,36,1,1,1,0,FL,Miami
Clean Start Cleansing Miami,"Clean Start Cleansing Miami, 2336 Biscayne Blvd, Miami, FL 33137",0x88d9b3d77b06e4bb:0x930c3d4d9df90fa2,25.7997852,-80.1893874,"Health spa, Restaurant, Spa and health club",4.6,104,1,0,0,0,FL,Miami
Indio Mara Fast Food,"Indio Mara Fast Food, 6439 NW 82nd Ave, Miami, FL 33166",0x88d9bb4e2bc46909:0xa89eb48586d8ef64,25.8322696,-80.3297348,Fast food restaurant,4.6,58,1,1,0,0,FL,Miami
Paella Party,"Paella Party, 16155 SW 117th Ave STE B8, Miami, FL 33177",0x88d9c3e5dd55c563:0x1e0ebcae07849450,25.6186406,-80.3809783,"Caterer, Event planner, Party equipment rental service, Spanish restaurant",4.7,18,1,0,0,0,FL,Miami
Big Red's Pizza,"Big Red's Pizza, 220 NW 137th Ave, Miami, FL 33182",0x88d9bff81d0067ef:0xaa364241056274b4,25.7698355,-80.4183078,Pizza restaurant,4.7,28,1,0,1,0,FL,Miami
Sips Coffee Roasters,"Sips Coffee Roasters, 1951 NW 7th Ave Suite 190, Miami, FL 33136",0x88d9b7ae2ae18509:0xb04f3143581c7219,25.7949631,-80.2068635,"Restaurant, Coffee shop",4.7,28,1,1,1,0,FL,Miami
Lo de Lea Argentinean Grill,"Lo de Lea Argentinean Grill, 7001 Biscayne Blvd, Miami, FL 33138",0x88d9b3e9cc948e4f:0x36d487ea4b00d784,25.8396148,-80.1842041,Argentinian restaurant,4.7,73,1,1,1,0,FL,Miami
Chimi El Tigre - Doral,"Chimi El Tigre - Doral, 220 NW 137th Ave, Miami, FL 33182",0x88d9bf5f2bbb6b1b:0x749bb565c7ca6f84,25.7698355,-80.4183078,Dominican restaurant,4.7,36,1,1,1,0,FL,Miami
MONALISA PIZERIA ITALIAN RESTAURANT,"MONALISA PIZERIA ITALIAN RESTAURANT, 4753 SW 8th St, Miami, FL 33134",0x88d9b7586c7923a5:0xa13568758d12b078,25.7643679,-80.2727565,Italian restaurant,4.8,25,1,1,1,0,FL,Miami
Chum Pizza,"Chum Pizza, 9700 SW 40th St, Miami, FL 33165",0x88d9b9f19c469ac5:0xf18b61719674c8d4,25.732423999999998,-80.352058,Pizza restaurant,4.8,27,1,1,0,0,FL,Miami
El Turco Turkish Food,"El Turco Turkish Food, 184 NE 50th Terrace Unit 307, Miami, FL 33137",0x88d9b1d0c4ab1ae3:0x36684aa73c0aa604,25.8219146,-80.1920681,Restaurant,4.8,36,1,1,0,0,FL,Miami
La Taverna Restaurant,"La Taverna Restaurant, 2901 SW 8th St #101, Miami, FL 33135",0x88d9b70664fcc3eb:0x556baa0fb097dd59,25.765307,-80.241186,"Honduran restaurant, Central American restaurant, Delivery Restaurant",4.8,58,1,0,1,0,FL,Miami
Cumex Cafe,"Cumex Cafe, 7020 NW 72nd Ave, Miami, FL 33166",0x88d9b9af02025049:0xe3cab556802d606,25.8378126,-80.3147821,"Restaurant, Breakfast restaurant, Catering food and drink supplier, Chicken wings restaurant, Hamburger restaurant, Lunch restaurant, Sandwich shop, Taco restaurant",4.8,4,1,1,1,0,FL,Miami
Fit4u Healthy Food & More,"Fit4u Healthy Food & More, 13925 SW 66th St, Miami, FL 33183",0x88d9c066432df03f:0xaf230ac44652fbbd,25.7060295,-80.4207296,"Restaurant, Delivery Restaurant",4.8,109,1,1,1,0,FL,Miami
Arepa Point Food Truck,"Arepa Point Food Truck, 6475 NW 87th Ave, Miami, FL 33178",0x88d9bbaa5859663b:0x92e30912d74f874,25.832147,-80.3377241,Restaurant,4.9,98,1,1,1,0,FL,Miami
Pizzeria La Real,"Pizzeria La Real, 18525 SW 177th Ave, Miami, FL 33187",0x88d9e96e81af616d:0x476237475a60d7c,25.593074299999998,-80.4775598,Pizza restaurant,4.9,18,1,1,1,0,FL,Miami
Pastamarket,"Pastamarket, 209 NE 82nd Terrace, Miami, FL 33138",0x88d9b179652b5bc5:0x7e6dbbc2c018a26f,25.8500668,-80.19248189999999,"Restaurant, Italian restaurant",4.9,58,1,1,0,0,FL,Miami
The Cubanest Arab food truck,"The Cubanest Arab food truck, 3540 NW 103rd St, Miami, FL 33147",0x88d9b108e85261c3:0x78af7d5f27d95c73,25.867289,-80.2554585,Restaurant,5.0,1,1,1,0,0,FL,Miami
Da provare,"Da provare, 2600 NE 2nd Ave, Miami, FL 33137",0x88d9b7d433f96289:0x935842f4564274ca,25.801785799999998,-80.1912713,Restaurant,5.0,5,1,1,1,0,FL,Miami
GLC Abogados,"GLC Abogados, 7805 NW 15th St, Miami, FL 33126",0x88d9b90ac0cf225b:0xc931ce5bf084b3ee,25.788232299999997,-80.322481,Buffet restaurant,5.0,1,1,0,1,0,FL,Miami
Restaurant,"Restaurant, 7317 SW 107th Ave, Miami, FL 33173",0x88d9c74acb1b8429:0x34c1dcec8db10ebb,25.7000144,-80.36571839999999,"Italian restaurant, Restaurant, Seafood restaurant",3.1,28,0,1,1,0,FL,Miami
Take Me Three Bahamian Kitchen,"Take Me Three Bahamian Kitchen, 703 NW 79th St, Miami, FL 33150",0x88d9b174b0b58d1f:0x6b623a2921d3b786,25.847221599999997,-80.2093617,Restaurant,3.5,17,0,1,0,0,FL,Miami
Village Chinese,"Village Chinese, 13707 SW 152nd St, Miami, FL 33177",0x88d9c22959e9130f:0x67d8af02bc8a5ab8,25.626812899999997,-80.4167485,Chinese restaurant,3.5,36,0,0,0,0,FL,Miami
8tavocielo,"8tavocielo, 75 SW 11th St, Miami, FL 33130",0x88d9b684233fb0a7:0x3a2fb16c9f0fc12f,25.763678,-80.194734,Fast food restaurant,3.5,8,0,0,0,0,FL,Miami
Bertoni Brickell,"Bertoni Brickell, 1300 Brickell Bay Dr, Miami, FL 33131",0x88d9b681079b2363:0x4e07ed3646618d28,25.760386,-80.190344,"Italian restaurant, Restaurant",3.6,84,0,0,0,0,FL,Miami
Sgt. Peppers Subs,"Sgt. Peppers Subs, 10005-75 SW 72nd St, Miami, FL 33173",0x88d9c74892feb2d7:0xddec01842f3b1bbb,25.701811199999998,-80.3564052,Restaurant,3.7,8,0,1,0,0,FL,Miami
Miami Bar Supply,"Miami Bar Supply, 3533 NW 58th St, Miami, FL 33142",0x88d9b0c099b455ef:0xaac669ad71074fbe,25.827320699999998,-80.25402059999999,"Restaurant supply store, Kitchen supply store, Store",3.8,8,0,0,0,0,FL,Miami
Nutreat Restaurant,"Nutreat Restaurant, 100 S Biscayne Blvd STE 108, Miami, FL 33131",0x88d9b69df8051941:0x66b585fe5bc05d90,25.773092,-80.188166,"Health food restaurant, Breakfast restaurant, Fast food restaurant, French restaurant, Takeout Restaurant, Organic restaurant, Sandwich shop",3.9,18,0,0,0,0,FL,Miami
Palmar at The Citadel,"Palmar at The Citadel, 8300 NE 2nd Ave, Miami, FL 33138",0x88d9b1cf42024cf1:0xfb1884ec0fa43899,25.852020099999997,-80.1940458,Chinese restaurant,3.9,8,0,0,0,0,FL,Miami
Bendoiro Bowls Factory,"Bendoiro Bowls Factory, 11735 SW 147th Ave #3, Miami, FL 33196",0x88d9c1bfa5863cf5:0x361f7b776320e316,25.658147,-80.43083279999999,Restaurant,4.0,25,0,0,1,1,FL,Miami
Cafe Santa Barbara,"Cafe Santa Barbara, 2516 SW 8th St, Miami, FL 33135",0x88d9b7014ef24b45:0x8926dc85a7adc032,25.7651135,-80.23723129999999,Restaurant,4.0,4,0,0,0,0,FL,Miami
Crazy Chicken restaurant,"Crazy Chicken restaurant, 15030 NE 6th Ave, Miami, FL 33161",0x88d9ae09e2192c9f:0x6c5a9efd150be1ee,25.9136997,-80.18809379999999,Haitian restaurant,4.0,18,0,1,0,0,FL,Miami
La Casa del Sabor,"La Casa del Sabor, 5301 NW 7th St, Miami, FL 33126",0x88d9b9a4f6730f33:0x836a41f8433efb43,25.7784113,-80.2823916,Cuban restaurant,4.1,27,0,1,0,0,FL,Miami
Los Comales Carne Asada Nicaraguense,"Los Comales Carne Asada Nicaraguense, 340 SW 109th Ave, Miami, FL 33174",0x88d9bf296d39f8bb:0xff681919a8bc561f,25.765308299999997,-80.3731179,Nicaraguan restaurant,4.1,7,0,0,0,0,FL,Miami
House of Mac,"House of Mac, 100 NW 6 St, Miami, FL 33128",0x88d9b79201047d39:0xf6efdb87e2dc8a10,25.779715099999997,-80.19586009999999,Restaurant,4.2,8,0,0,0,0,FL,Miami
Sweet Times Cupcakes & Coffee,"Sweet Times Cupcakes & Coffee, 8530 SW 124th Ave STE 101, Miami, FL 33183",0x88d9c0e5f602e3a7:0x598c267fcb39b4d7,25.688569899999997,-80.3944161,"Dessert shop, Coffee shop, Dessert restaurant",4.2,8,0,0,0,0,FL,Miami
Savvy Mistura Restaurant,"Savvy Mistura Restaurant, 14782 SW 56th St, Miami, FL 33185",0x88d9c012b7ae504b:0x336f2f816e4d1c14,25.713223,-80.43336599999999,Peruvian restaurant,4.2,65,0,0,0,0,FL,Miami
Subway,"Subway, 9060 S Dixie Hwy, Miami, FL 33156",0x88d9c7a4e23da1e5:0xbedd23660b1e0b08,25.6860447,-80.3120618,"Sandwich shop, Fast food restaurant, Takeout Restaurant, Restaurant",4.2,25,0,0,0,0,FL,Miami
Peruvian Taste Fusion,"Peruvian Taste Fusion, 9947 SW 142nd Ave #6844, Miami, FL 33186",0x88d9c1b26e9e6957:0x9d9657f21d8aa383,25.674238,-80.4209958,Peruvian restaurant,4.3,38,0,0,0,0,FL,Miami
El Maracucho Fast Food,"El Maracucho Fast Food, 6301-6385 NW 87th Ave, Miami, FL 33178",0x88d9bbc6ad93b7c7:0x49113241d05e3cf6,25.8318802,-80.3377235,Fast food restaurant,4.4,25,0,0,0,0,FL,Miami
Hyatt Miami at The Blue,"Hyatt Miami at The Blue, 5300 NW 87th Ave, Miami, FL 33178",0x88d9bbdc99f08e09:0xb90f59d98c0570e1,25.8198053,-80.3380507,"Hotel, Bar & grill, Resort hotel",4.4,16,0,0,0,0,FL,Miami
Pacifico,"Pacifico, 947 Brickell Ave, Miami, FL 33131",0x88d9b796b2415f75:0x977d5fb68c86666a,25.764623099999998,-80.1908345,Peruvian restaurant,4.5,15,0,0,0,0,FL,Miami
Mister Taco,"Mister Taco, 7358 SW 8th St, Miami, FL 33144",0x88d9b852f3349049:0x1337f2079dbd77e4,25.7623817,-80.3150868,Mexican restaurant,4.5,53,0,0,0,0,FL,Miami
The Pizza House,"The Pizza House, 8825 SW 107th Ave, Miami, FL 33176",0x88d9c72d5555c5bd:0x518243a1dc53f0ba,25.6856595,-80.3643113,Pizza restaurant,4.5,18,0,0,0,0,FL,Miami
Aroma Espresso Bar,"Aroma Espresso Bar, 7535 N Kendall Dr, Miami, FL 33156",0x88d9c7a386639cc1:0xde06663cc11303d9,25.689769,-80.312862,"Restaurant, Espresso bar, Takeout Restaurant, Salad shop, Sandwich shop",4.7,7,0,1,1,0,FL,Miami
Cocada,"Cocada, 6821 SW 127th Ave, Miami, FL 33183",0x88d9c092899cb85d:0x3a67592433748a3b,25.7032797,-80.3982956,Restaurant,4.8,8,0,0,0,0,FL,Miami
