local_name,address,gmap_id,latitude,longitude,category,avg_rating,num_of_reviews,apto_sillas_de_ruedas,atmosfera_agradable,apto_grupos_grandes,solo_efectivo,city
Waxy O'Connor's,"Waxy O'Connor's, 690 SW 1st Ct, Miami, FL 33130",0x88d9b68526aa9fe7:0xe5638560b1428fae,25.767835599999998,-80.1962315,Restaurant,4.6,5,0,1,1,0,Miami
ZZ's Club,"ZZ's Club, 151 NE 41st St Suite 117, Miami, FL 33137",0x88d9b128716dbab3:0x51891a87c7edc357,25.814406299999998,-80.1920834,Restaurant,4.6,8,1,1,1,0,Miami
Piola,"Piola, 1625 Alton Rd, Miami Beach, FL 33139",0x88d9b487c41d998b:0x2954d31846340015,25.7899466,-80.1408836,Restaurant,4.6,24,1,1,1,0,Miami
Rico Fish USA Food Truck,"Rico Fish USA Food Truck, 10800 Collins Ave, Miami Beach, FL 33154",0x88d9add7e19dfcc7:0x12ab2c2e2272a635,25.9065884,-80.1244298,Restaurant,4.7,8,1,1,1,0,Miami
Virhouse Restaurant Wine & Beer,"Virhouse Restaurant Wine & Beer, 17 Westward Dr, Miami Springs, FL 33166",0x88d9bb792a0cfe73:0xe2a15f7677a2d519,25.8215406,-80.2825893,Restaurant,4.8,14,1,0,1,0,Miami
23 Bar & Bistro,"23 Bar & Bistro, 7601 Miami Lakes Dr, Hialeah, FL 33014",0x88d9a5f18607894d:0x3d982cc20cfa4ee0,25.9135127,-80.3224068,Restaurant,4.8,5,1,1,1,0,Miami
K BAB,"K BAB, 8888 SW 136th St, Miami, FL 33176",0x88d9c75183f0e43b:0xffd9377cd2fd9fc0,25.6458369,-80.3398814,Restaurant,4.8,54,1,1,1,0,Miami
Mana Poke Downtown Miami,"Mana Poke Downtown Miami, 888 Biscayne Blvd CU1A, Miami, FL 33132",0x88d9b78c9b696ecf:0xb8418f337b696553,25.7821082,-80.1902764,Restaurant,4.9,28,1,1,1,0,Miami
Conos Miami,"Conos Miami, 150 NW 24th St, Miami, FL 33127",0x88d9b5d6e8db4665:0x817cd680a5eb94e,25.7997008,-80.19783679999999,Restaurant,4.9,97,1,0,1,0,Miami
Un Believe A Bowl,"Un Believe A Bowl, 14621 SW 56th St, Miami, FL 33175",0x88d9c11019dc13cf:0xe19d1999d606306c,25.7139618,-80.4295851,Restaurant,5.0,18,1,1,1,0,Miami
Miami Smokers Express,"Miami Smokers Express, 1000 S Miami Ave, Miami, FL 33130",0x88d9b6840cefb955:0x943787f4daeeda0,25.7642845,-80.1935585,Restaurant,5.0,2,1,1,1,0,Miami
Restaurant,"Restaurant, 7317 SW 107th Ave, Miami, FL 33173",0x88d9c74acb1b8429:0x34c1dcec8db10ebb,25.7000144,-80.36571839999999,Restaurant,3.1,28,0,1,1,0,Miami
Bendoiro Bowls Factory,"Bendoiro Bowls Factory, 11735 SW 147th Ave #3, Miami, FL 33196",0x88d9c1bfa5863cf5:0x361f7b776320e316,25.658147,-80.43083279999999,Restaurant,4.0,25,0,0,1,1,Miami
H Lounge,"H Lounge, 1968 Miami St, Toledo, OH 43605",0x883b86ff702a7b95:0xc8fcd086798db430,41.620332999999995,-83.546382,Restaurant,4.5,18,0,1,1,0,Miami
Aroma Espresso Bar,"Aroma Espresso Bar, 7535 N Kendall Dr, Miami, FL 33156",0x88d9c7a386639cc1:0xde06663cc11303d9,25.689769,-80.312862,Restaurant,4.7,7,0,1,1,0,Miami
SUBWAY®Restaurants,"SUBWAY®Restaurants, 7101 Collins Ave, Miami Beach, FL 33141",0x88d9b2dd5feca155:0x4b3cc5e5e1e40346,25.8562399,-80.1203795,Restaurant,2.3,24,1,1,1,0,Miami
Motel Miami,"Motel Miami, 661 East Dr, Miami Springs, FL 33166",0x88d9b754c9e7eb03:0x1b33d69262a055f0,25.8083682,-80.2724985,Restaurant,3.0,8,1,1,1,0,Miami
De Rodriguez,"De Rodriguez, 101 Ocean Dr, Miami Beach, FL 33139",0x88d9b4f1e5ad0e89:0xd6b466de85d33525,25.7697349,-80.1323989,Restaurant,3.4,14,1,1,1,0,Miami
Five Star Flavors,"Five Star Flavors, 16775 N Miami Ave, North Miami Beach, FL 33169",0x88d9af3588e59beb:0x7a5078e8f7800105,25.9286717,-80.2000487,Restaurant,3.4,8,1,1,1,0,Miami
Taverna Opa,"Taverna Opa, 11401 NW 12th St, Miami, FL 33172",0x88d9bec5fc96258b:0x15bb0d6277fab01b,25.787924999999998,-80.3804792,Restaurant,3.5,2,1,1,1,0,Miami
Dragon One,"Dragon One, 10162 W Flagler St, Miami, FL 33174",0x88d9b929e414b8d7:0xc3e5c45c8261b837,25.7679124,-80.3602895,Restaurant,3.5,26,1,1,1,0,Miami
Babito’s mediterranean cuisine,"Babito’s mediterranean cuisine, 169 NE 25th St, Miami, FL 33137",0x88d9b74b817845c1:0xf04c89d2d14f8ae4,25.8010295,-80.19145139999999,Restaurant,3.6,8,1,1,1,0,Miami
Take 2 Grill,"Take 2 Grill, 1968 Miami St, Toledo, OH 43605",0x883b86ff702a7b95:0xe9ec76352ec8d840,41.6204769,-83.5457345,Restaurant,3.8,17,1,1,1,0,Miami
Kreyol kitchen,"Kreyol kitchen, 18138 NW 2nd Ave, Miami, FL 33169",0x88d9af42f5fbae7f:0xaae18d3d3cc879b2,25.941114,-80.205573,Restaurant,3.8,76,1,1,1,0,Miami
Chili's Grill & Bar,"Chili's Grill & Bar, 1710 NW 117th Pl, Miami, FL 33182",0x88d9bff321b4924d:0x702b48a75d8d8798,25.7909507,-80.3871482,Restaurant,3.9,15,1,1,1,0,Miami
Subway,"Subway, 3100 SW 62nd Ave, Miami, FL 33155",0x88d9b83e0fbc5657:0xa86a9b2eea1517bf,25.7413998,-80.294427,Restaurant,3.9,48,1,1,1,0,Miami
Mayfair Kitchen,"Mayfair Kitchen, 3000 Florida Ave, Miami, FL 33133",0x88d9b7cf046aaaab:0xfdabf76bea45279a,25.7282916,-80.2407451,Restaurant,4.0,8,1,0,1,0,Miami
La Piscine Restaurant at Flamingo South Beach,"La Piscine Restaurant at Flamingo South Beach, 1500 Bay Rd South Tower Suite #106, Miami Beach, FL 33139",0x88d9b5f6fea69099:0x1daf2eccfa7d5249,25.786279999999998,-80.14428199999999,Restaurant,4.0,25,1,1,1,0,Miami
Chipotle Mexican Grill,"Chipotle Mexican Grill, Near Stein Lawrence E DDS, 8821 SW 107th Ave, Miami, FL 33176",0x88d9c7969aa2f0db:0xff9cb34019a7fd07,25.6865156,-80.3647824,Restaurant,4.0,4,1,1,1,0,Miami
Johnny's Soda Fountain & Luncheonette,"Johnny's Soda Fountain & Luncheonette, 45 Curtiss Pkwy, Miami Springs, FL 33166",0x88d9ba08a000d47d:0xa4ca75f0d1f12556,25.821578799999997,-80.2809758,Restaurant,4.1,18,1,1,1,0,Miami
Latin Cuisine. CLOSED,"Latin Cuisine. CLOSED, 1444 Biscayne Blvd #103, Miami, FL 33132",0x88d9b6a709fbb175:0x4da1abb998703c1,25.789023099999998,-80.1893843,Restaurant,4.1,17,1,0,1,1,Miami
Subway,"Subway, 20131 SW 127th Ave Store 25, Miami, FL 33177",0x88d9c30852ccb619:0x198931153c38f944,25.5801557,-80.3957441,Restaurant,4.1,38,1,1,1,0,Miami
Made in Italy Gourmet,"Made in Italy Gourmet, 10 NE 27th St, Miami, FL 33137",0x88d9b6acc1e5c1bf:0x5724e4b9c40104ce,25.802355,-80.1946571,Restaurant,4.2,38,1,1,1,0,Miami
Vive Cafe,"Vive Cafe, 48 E Flagler St, Miami, FL 33131",0x88d9b69c04cb9555:0x78aff35a6770f769,25.7741096,-80.19240479999999,Restaurant,4.3,8,1,1,1,0,Miami
Mister Mango,"Mister Mango, NE 36 St@NE 1 Av, Miami, FL 33137",0x88d9b1bcf8217b13:0x912f3d9a91215ce5,25.810341599999997,-80.1933224,Restaurant,4.3,8,1,1,1,0,Miami
Stela's Kitchen & Bar,"Stela's Kitchen & Bar, 7415 NW 19th St bldg 6 suite a, Miami, FL 33126",0x88d9b99f02eaaaa9:0x3300115a2df352a4,25.791459399999997,-80.3176111,Restaurant,4.3,73,1,1,1,0,Miami
Goldo Pasao,"Goldo Pasao, 6621 NW 82nd Ave, Miami, FL 33166",0x88d9bb5c5f2a40e3:0x71b2929eb460b5b,25.8337817,-80.32978609999999,Restaurant,4.4,28,1,1,1,0,Miami
Restaurant Italiano,"Restaurant Italiano, 18200 SW 147th Ave, Miami, FL 33187",0x88d9c242d1c84e4f:0x37bc382284a49b52,25.5976254,-80.4304866,Restaurant,4.5,15,1,1,1,0,Miami
Wasabi Juan's,"Wasabi Juan's, 910 West Ave. Retail A, Miami Beach, FL 33139",0x88d9b5a48fc019ab:0x8ecb118a64910580,25.7797761,-80.1427848,Restaurant,4.5,18,1,0,1,0,Miami
"Windy City Tacos, Burgers, & More","Windy City Tacos, Burgers, & More, 15190 SW 177th Ave, Miami, FL 33187",0x88d9e9fef9b68377:0xc776f5b11d36c955,25.624006299999998,-80.48031379999999,Restaurant,4.7,18,1,1,1,0,Miami
Sweet Hand Kathy's,"Sweet Hand Kathy's, 20316 NW 2nd Ave, Miami, FL 33169",0x88d9ae938dec3343:0x4b579efdd6a556a6,25.9621115,-80.2062863,Restaurant,4.7,78,1,1,1,0,Miami
Belly's Crab Corner,"Belly's Crab Corner, 22339 SW 112th Ave, Miami, FL 33170",0x88d9c352f1335729:0x210813d0973ca355,25.559648,-80.371661,Restaurant,4.7,57,1,1,1,0,Miami
La Terraza,"La Terraza, 350 NE 24th St, Miami, FL 33137",0x88d9b6aa5d64d8a3:0xb0ead5c7b9a85a9b,25.8001002,-80.188934,Restaurant,4.7,14,1,1,1,0,Miami
La Cocina de Francy,"La Cocina de Francy, 2600 NW 87th Ave #27, Miami, FL 33172",0x88d9b9c6cba46217:0x11a30e0794583742,25.7989319,-80.337852,Restaurant,4.8,16,1,0,1,1,Miami
Funky Lab 305,"Funky Lab 305, 5149 NW 74th Ave, Miami, FL 33166",0x88d9bb6bdb675567:0x3a56c87c813f21f2,25.8203963,-80.3165411,Restaurant,4.8,6,1,1,1,0,Miami
Clove Mediterranean Kitchen,"Clove Mediterranean Kitchen, 1233 Lincoln Rd, Miami Beach, FL 33139",0x88d9b59a27c105fd:0xf50802b2f6bc4250,25.790598499999998,-80.1419757,Restaurant,4.8,38,1,0,1,0,Miami
Doya,"Doya, 347 NW 24th St, Miami, FL 33127",0x88d9b7f93f5eff81:0x5da6677f55a6fe1e,25.800235999999998,-80.201449,Restaurant,4.9,48,1,1,1,0,Miami
El Ventorrillo Bistro,"El Ventorrillo Bistro, 13920 SW 47th St Suit 103, Miami, FL 33175",0x88d9c133b1ced60f:0x1c6ec9c3433bf268,25.722928399999997,-80.4193043,Restaurant,4.9,48,1,1,1,0,Miami
Red Carpet Italian Restaurant Downtown,"Red Carpet Italian Restaurant Downtown, 69 E Flagler St, Miami, FL 33131",0x88d9b788e9c56a91:0x2b6c9cf8bb6ef8e2,25.7743389,-80.1923046,Restaurant,4.9,48,1,1,1,0,Miami
Shelborne Cafe,"Shelborne Cafe, 1801 Collins Ave, Miami Beach, FL 33139",0x88d9b5bb86ee02c7:0xf7cfdafbfc84fbf2,25.7941528,-80.1283751,Restaurant,5.0,6,1,1,1,0,Miami
Lincoln bulevar,"Lincoln bulevar, 541 Lincoln Rd, Miami Beach, FL 33139",0x88d9b59309040161:0xe0c5fe693b300eae,25.7908463,-80.1338438,Restaurant,5.0,1,1,1,1,0,Miami
La Carpaccieria,"La Carpaccieria, 5026 NE 2nd Ave Suite 310, Miami, FL 33137",0x88d9b1d7935864ef:0x522e724b3c61a1bb,25.8217522,-80.1921488,Restaurant,5.0,58,1,1,1,0,Miami
Authentic Chinese Cusine,"Authentic Chinese Cusine, North Miami Beach, FL 33162",0x88d9adc35c2777e9:0x82ec2bbca9c924cd,25.925240799999997,-80.17519329999999,Restaurant,5.0,2,1,1,1,0,Miami
Ventanas Restaurant Bar & Lounge,"Ventanas Restaurant Bar & Lounge, 3861 SW 40th St, Miami, FL 33146",0x88d9b7ebaa8a9035:0x5fc4a910fa28a892,25.735177399999998,-80.2575567,Bar & grill,4.8,4,0,0,0,0,Miami
Instant Zen nail bar & Day Spa,"Instant Zen nail bar & Day Spa, 13500 SW 88th St STE 291, Miami, FL 33186",0x88d9c0565fe0f095:0x9c679464b9038abe,25.6847171,-80.4139786,Bar & grill,4.1,8,0,0,0,0,Miami
Agua Roja Miami,"Agua Roja Miami, 8872 SW 24th St #2008, Miami, FL 33165",0x88d9b8eb93e30f25:0x55c7d06d016e9cd8,25.7471313,-80.3389351,Bar & grill,4.4,45,1,0,0,0,Miami
Hyatt Miami at The Blue,"Hyatt Miami at The Blue, 5300 NW 87th Ave, Miami, FL 33178",0x88d9bbdc99f08e09:0xb90f59d98c0570e1,25.8198053,-80.3380507,Bar & grill,4.4,16,0,0,0,0,Miami
South Beach Lean Sushi Bar & Lounge,"South Beach Lean Sushi Bar & Lounge, 1435 Alton Rd, Miami Beach, FL 33139",0x88d9b4885a9ca43f:0x7a6f470b58300e5e,25.786478,-80.140678,Bar & grill,4.4,48,1,0,1,1,Miami
Wasska Lounge,"Wasska Lounge, 111 NE 3rd Ave, Miami, FL 33132",0x88d9b69e16775205:0x9acda311ea9a90bd,25.7756515,-80.1885321,Bar & grill,4.7,7,0,1,1,0,Miami
Gracies Grill,"Gracies Grill, 10700 NW 8th Ave # Gc, Miami, FL 33168",0x88d9b1bfa932e161:0xd9dd722eb6b2d21,25.8730011,-80.212313,Bar & grill,4.5,4,1,1,1,0,Miami
Marina's Bar & Grill,"Marina's Bar & Grill, Biscayne Blvd Way, Miami, FL 33130",0x88d9b69fc92628e5:0x8cfd82e7c5cba070,25.7777897,-80.18859719999999,Bar & grill,4.1,14,1,1,1,0,Miami
The Miami Trail Tavern,"The Miami Trail Tavern, 44 Xenia Towne Square, Xenia, OH 45385",0x884098762344e999:0x29de56ef73329164,39.686082999999996,-83.9322704,Bar & grill,1.0,1,1,1,1,0,Miami
The Bay Club,"The Bay Club, 1930 Bay Rd, Miami Beach, FL 33139",0x88d9b47e0c3eaaab:0xb56e68db159a557e,25.795197899999998,-80.1439705,Bar & grill,4.6,33,0,1,1,0,Miami
Buffalo Wings Miami Airport,"Buffalo Wings Miami Airport, 3449 NW 42nd Ave, Miami, FL 33142",0x88d9b74d0757f38f:0x7231d2c79538b950,25.8057154,-80.263256,Bar & grill,3.0,2,1,1,1,0,Miami
Another Bar & Grill,"Another Bar & Grill, 250 S Miami Ave, Cleves, OH 45002",0x8841cda1a64cdd37:0xf36f2b77503e3095,39.1575853,-84.7491027,Bar & grill,4.3,117,1,1,1,0,Miami
Karol's Cafeteria,"Karol's Cafeteria, 11640 Quail Roost Dr, Miami, FL 33157",0x88d9c39aed581b17:0x8f69663719c5297e,25.5902551,-80.3799138,Cuban restaurant,3.8,8,0,0,0,0,Miami
Shorty's Cafeteria,"Shorty's Cafeteria, 4114-4116 NW 167th St, Miami Gardens, FL 33054",0x88d9aff2d9788bb5:0xad0a91c777d4500d,25.924958,-80.268033,Cuban restaurant,4.4,18,0,0,0,0,Miami
El Almendron Cuban Cuisine,"El Almendron Cuban Cuisine, 1001 SW 67th Ave #105, West Miami, FL 33144",0x88d9b9fdcca57ac5:0xa5b394d0a2e6e61b,25.7611135,-80.3036915,Cuban restaurant,4.6,77,0,0,0,0,Miami
Maria's Cafeteria Inc,"Maria's Cafeteria Inc, 3082 NW 7th St, Miami, FL 33125",0x88d9b7172780173b:0xe664c0bf2caec044,25.7791215,-80.24610659999999,Cuban restaurant,3.9,27,1,1,0,0,Miami
El Crucero Restaurant,"El Crucero Restaurant, 7050 SW 8th St, Miami, FL 33144",0x88d9b84d7abc8dbd:0x4be92dcfaa4c17a6,25.7627366,-80.3094806,Cuban restaurant,4.1,36,1,1,0,0,Miami
Rinconcito SuperLatinos Cafe,"Rinconcito SuperLatinos Cafe, 11368 SW 184th St, Miami, FL 33157",0x88d9c3579b91e559:0x7434e71b8bd03e17,25.597109999999997,-80.376803,Cuban restaurant,4.4,35,1,1,0,0,Miami
Señor Pan Café Flagler,"Señor Pan Café Flagler, 10071 W Flagler St Suite C110, Miami, FL 33174",0x88d9b9767b999f07:0xb1910498f055ffb8,25.769309399999997,-80.3586004,Cuban restaurant,4.8,26,1,1,0,0,Miami
Las Vegas Cuban Cuisine,"Las Vegas Cuban Cuisine, 11995 SW 26th St, Miami, FL 33175",0x88d9bf6ac480a271:0xbf9b356e22a9a9c7,25.745692,-80.39014,Cuban restaurant,4.0,48,0,0,0,0,Miami
Havana Rick's Cafe Restaurant,"Havana Rick's Cafe Restaurant, 1311 SW 107th Ave, Miami, FL 33174",0x88d9bf32f23fb171:0xc56d0401406f31e0,25.756518999999997,-80.3674327,Cuban restaurant,4.1,47,1,0,0,0,Miami
Cafe Lago,"Cafe Lago, 9333 NW 12th St, Miami, FL 33172",0x88d9b93c6cf3c543:0x3d535fbaec59d8f6,25.783561,-80.34720999999999,Cuban restaurant,4.0,33,1,1,0,0,Miami
Dulce Cafeteria,"Dulce Cafeteria, 849 Washington Ave, Miami Beach, FL 33139",0x88d9b48d75dd7db5:0x4e0bb63ce2a777c1,25.7792268,-80.13286,Cuban restaurant,4.2,46,1,1,0,0,Miami
Sabrocito corp,"Sabrocito corp, 11640 Quail Roost Dr, Miami, FL 33157",0x88d9c30159a63a2b:0x464538ee380a1225,25.590319299999997,-80.3798882,Cuban restaurant,5.0,1,1,1,0,0,Miami
La Casa del Sabor,"La Casa del Sabor, 5301 NW 7th St, Miami, FL 33126",0x88d9b9a4f6730f33:0x836a41f8433efb43,25.7784113,-80.2823916,Cuban restaurant,4.1,27,0,1,0,0,Miami
Joe´s Place,"Joe´s Place, 2491 NW 72nd Ave, Miami, FL 33122",0x88d9b93bcec452d9:0xbe21212a31e41cf3,25.7968491,-80.31269809999999,Cuban restaurant,4.2,15,1,1,1,0,Miami
Los Amigos Cafe,"Los Amigos Cafe, 7105 SW 47th St STE 401, Miami, FL 33155",0x88d9b870621752ef:0xf7bf1f77dd9724f7,25.7266479,-80.30904369999999,Cuban restaurant,4.5,38,1,1,1,0,Miami
Sabor Cubano Cafeteria,"Sabor Cubano Cafeteria, 12848 SW 8th St, Miami, FL 33184",0x88d9bf05ea02e883:0xc0972f0de636a891,25.7603814,-80.4050634,Cuban restaurant,4.7,17,1,1,1,0,Miami
Victor's Cuba Cafe,"Victor's Cuba Cafe, 11865 SW 26th St Suite E-1, Miami, FL 33175",0x88d9bf155eda500b:0xbf9ee018b2e5bb94,25.7476411,-80.3891821,Cuban restaurant,3.9,105,1,0,1,0,Miami
MYLO'S,"MYLO'S, 364 SE 1st St, Miami, FL 33131",0x88d9b79179cea867:0x339002e69771269d,25.773087099999998,-80.1881401,Cuban restaurant,4.2,38,1,0,1,1,Miami
Munchies Cafe,"Munchies Cafe, 12761 SW 42nd St, Miami, FL 33175",0x88d9bf7ca64a54d7:0x6c9733daaafbcbb5,25.7300224,-80.4012604,Cuban restaurant,4.1,18,1,1,1,0,Miami
Barracudas Restaurant & Cafetería,"Barracudas Restaurant & Cafetería, 10949 SW 186th St, Miami, FL 33157",0x88d9c34c50a186d3:0x2c1911411aa42ead,25.5964355,-80.3694458,Cuban restaurant,4.0,4,1,1,1,0,Miami
Cosme Cafe,"Cosme Cafe, 8390 Bird Rd, Miami, FL 33155",0x88d9b88fc73d93b5:0xd6dfbcd1737e9033,25.7328528,-80.3311611,Cuban restaurant,4.1,28,1,1,1,0,Miami
La Gata Cafeteria,"La Gata Cafeteria, 4329 SW 75th Ave, Miami, FL 33155",0x88d9b87cafd489dd:0x79eaa5b7c2c0be61,25.729633699999997,-80.3167765,Cuban restaurant,4.3,28,0,1,1,0,Miami
Veranda,"Veranda, Faena Hotel, 3201 Collins Ave, Miami Beach, FL 33140",0x88d9b366fbc08a3f:0x7aa253f00fcfb2b3,25.807433699999997,-80.1235138,Cuban restaurant,4.4,28,1,1,1,0,Miami
Exito Cafe,"Exito Cafe, 2336 NW 7th St, Miami, FL 33125",0x88d9b71e459b9d89:0x6b20be5ddf043439,25.779485899999997,-80.2339922,Cuban restaurant,4.0,35,1,1,1,0,Miami
Pan American Cafe,"Pan American Cafe, 445 NW 12th Ave, Miami, FL 33128",0x88d9b6ebdadafb09:0x5f07e5b01ffc9a59,25.778254,-80.2146061,Cuban restaurant,4.4,28,0,1,1,0,Miami
Havanos Cafe,"Havanos Cafe, 14417 SW 42nd St, Miami, FL 33175",0x88d9bf6921283a37:0x70603eb34c5857f5,25.729433399999998,-80.4281804,Cuban restaurant,4.9,38,1,1,1,0,Miami
Casa Carlos Restaurant,"Casa Carlos Restaurant, 14751 SW 184th St, Miami, FL 33187",0x88d9c34233a1afef:0x3958d9fe5a2ceb03,25.596446099999998,-80.4310732,Cuban restaurant,4.6,108,1,1,1,0,Miami
California Pizza Kitchen,"California Pizza Kitchen, Miami International Airport, Concourse East, 2nd Level, Miami, FL 33122",0x88d9b9921170b459:0xd7e30b1e39a47fb7,25.795147099999998,-80.2785792,Pizza restaurant,2.7,6,1,0,0,0,Miami
NoNo's Pizzeria,"NoNo's Pizzeria, 1222 16th St, Miami Beach, FL 33139",0x88d9b5d0db07a74f:0x45be32bd5c71990f,25.7886824,-80.1417007,Pizza restaurant,4.1,8,1,0,0,0,Miami
Favas Pizza,"Favas Pizza, 267 E Flagler St, Miami, FL 33131",0x88d9b71c0dd17cf7:0x35bb43f28d7ab85f,25.7747928,-80.1890001,Pizza restaurant,4.5,38,0,0,0,0,Miami
PuraPizza Organic Pizzeria and Cafè,"PuraPizza Organic Pizzeria and Cafè, 5855 Sunset Dr Suite B, South Miami, FL 33143",0x88d9c7c85ace76c7:0x5bc4733624defb5c,25.704430199999997,-80.2884631,Pizza restaurant,4.7,18,0,0,0,0,Miami
Phantom Pizza,"Phantom Pizza, 2700 Miamisburg Centerville Rd, Dayton, OH 45458",0x884088fda56ee9ed:0xd1c587485b8a3284,39.633927899999996,-84.2205257,Pizza restaurant,2.5,14,1,1,0,0,Miami
Piazzolla Pizza,"Piazzolla Pizza, 12850 SW 120th St, Miami, FL 33186",0x88d9c10c83dfafbf:0xd28a8218e17d45d8,25.655740899999998,-80.40104819999999,Pizza restaurant,3.9,8,1,1,0,0,Miami
Valentina's Pizza,"Valentina's Pizza, 2525 NW 2nd Ave, Miami, FL 33127",0x88d9b6b27e7e3129:0x9b413ac4dd32a9af,25.801251999999998,-80.1989858,Pizza restaurant,4.6,17,1,1,0,0,Miami
Bravo Pizza North Miami Beach,"Bravo Pizza North Miami Beach, 1550 NE 164th St, North Miami Beach, FL 33162",0x88d9ad2d700780e1:0xb492fc5710049bc6,25.9265053,-80.169044,Pizza restaurant,4.6,38,1,1,0,0,Miami
Chum Pizza,"Chum Pizza, 9700 SW 40th St, Miami, FL 33165",0x88d9b9f19c469ac5:0xf18b61719674c8d4,25.732423999999998,-80.352058,Pizza restaurant,4.8,27,1,1,0,0,Miami
Kasalta 305 Pizzeria,"Kasalta 305 Pizzeria, 12835 SW 42nd St, Miami, FL 33175",0x88d9bf7b874f1ebf:0x59d0d5e9f6699440,25.7301236,-80.4024295,Pizza restaurant,5.0,5,0,0,0,0,Miami
El Palenque Pizzería Cubana,"El Palenque Pizzería Cubana, 8698 SW 40th St, Miami, FL 33155",0x88d9b9c2a7b16fbb:0x960bb156a4532c53,25.732790299999998,-80.3356063,Pizza restaurant,4.2,18,1,1,0,0,Miami
Pizza Hut Express,"Pizza Hut Express, 8363 W Flagler Street Ktpx, Miami, FL 33144",0x88d9b903162ca95b:0xda59f7a9fc581fad,25.770179,-80.331037,Pizza restaurant,3.8,18,1,1,0,0,Miami
Pizzarello Miami,"Pizzarello Miami, 11735 SW 147th Ave #3, Miami, FL 33196",0x88d9c1b68efc1d09:0x60c2ba03c4fce6b4,25.6581357,-80.43088,Pizza restaurant,4.8,47,1,1,0,0,Miami
Pizza Hut Express,"Pizza Hut Express, 7795 SW 40th St, Miami, FL 33155",0x88d9b862036447a7:0x7e8642e271398198,25.7360351,-80.3207982,Pizza restaurant,2.9,8,1,1,0,0,Miami
Casa Bakery,"Casa Bakery, 8100 SW 8th Ct, Miami, FL 33144",0x88d9b8fe9eb00059:0x5a5dba5bbd824eb2,25.7619583,-80.3265761,Pizza restaurant,4.0,3,0,0,0,0,Miami
Chubby Cheese Pizza,"Chubby Cheese Pizza, 18318 NW 7th Ave, Miami Gardens, FL 33169",0x88d9ae592a6e168f:0xcc071fdb896ce1dd,25.9429509,-80.21563479999999,Pizza restaurant,4.1,13,0,0,0,0,Miami
Empire Pizzas & Wings,"Empire Pizzas & Wings, 980 NW 36th St, Miami, FL 33127",0x88d9b1b69513db5f:0x3724aa58379b4c37,25.8097989,-80.2114142,Pizza restaurant,4.1,53,1,1,0,0,Miami
Viena Pizza,"Viena Pizza, Park North Plaza West, 1611 NW 12th Ave E, Miami, FL 33136",0x88d9b6c64b36bf8d:0xb2bf45f4212cbd29,25.791798999999997,-80.212638,Pizza restaurant,3.8,8,1,0,0,0,Miami
Pizzería La Guacamaya,"Pizzería La Guacamaya, 12835 SW 42nd St, Miami, FL 33175",0x88d9bf7c7bce46bb:0xe01dde47c33fabf0,25.7301683,-80.4026567,Pizza restaurant,4.7,28,0,1,0,0,Miami
The Pizza House,"The Pizza House, 8825 SW 107th Ave, Miami, FL 33176",0x88d9c72d5555c5bd:0x518243a1dc53f0ba,25.6856595,-80.3643113,Pizza restaurant,4.5,18,0,0,0,0,Miami
Mota Pizza Rustica,"Mota Pizza Rustica, 7795 W Flagler St, Miami, FL 33144",0x88d9b90773621b79:0x554e8fdc807b556f,25.7739013,-80.3224022,Pizza restaurant,3.8,25,1,1,0,0,Miami
Pizza Crek,"Pizza Crek, 125 SE 2nd Ave, Miami, FL 33131",0x88d9b69db50ab827:0x8546598899ab1417,25.772871799999997,-80.1901269,Pizza restaurant,4.4,13,1,1,0,0,Miami
Spizzigo Express - Pizzas & Pastas at Downtown Doral,"Spizzigo Express - Pizzas & Pastas at Downtown Doral, 8550 NW 53rd St Unit #B107, Miami, FL 33166",0x88d9bb932e98611f:0x9e391e7ff0655e60,25.8195452,-80.3364983,Pizza restaurant,5.0,7,1,1,0,0,Miami
Panarea Mediterranean Sea Grill,"Panarea Mediterranean Sea Grill, 11052 Biscayne Blvd, Miami, FL 33161",0x88d9b2146f62885b:0x5cc9cd48586b0286,25.877384,-80.1686766,Pizza restaurant,4.6,33,1,0,1,0,Miami
Diana's Pizza,"Diana's Pizza, 420 S Miami St, West Milton, OH 45383",0x883f83a457964c7f:0x4d9085b670dae3c0,39.9580966,-84.3260138,Pizza restaurant,3.7,6,1,1,1,0,Miami
So Pizza,"So Pizza, 2419 Miamisburg Centerville Rd, Dayton, OH 45459",0x8840890672b2df01:0xb3e2faa8f1e1f09,39.6353796,-84.21538009999999,Pizza restaurant,4.4,28,1,1,1,0,Miami
Sbarro,"Sbarro, CONCOURSE F, 3RD LEVEL, Miami, FL 33122",0x88d9b9e3c4e6ad97:0x752439c0129bd043,25.793071899999997,-80.28041309999999,Pizza restaurant,4.8,5,1,1,1,0,Miami
Big Red's Pizza,"Big Red's Pizza, 220 NW 137th Ave, Miami, FL 33182",0x88d9bff81d0067ef:0xaa364241056274b4,25.7698355,-80.4183078,Pizza restaurant,4.7,28,1,0,1,0,Miami
Ocean Pizza & Juice,"Ocean Pizza & Juice, 30 SW 8th St, Miami, FL 33130",0x88d9b6848f6b2359:0x15b64adde3024c47,25.7660458,-80.1940012,Pizza restaurant,3.6,8,1,1,1,0,Miami
